,name,console,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
10303,Amped 3,X360,2005.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16
10304,MX 2002 Featuring Ricky Carmichael,GBA,2001.0,Racing,THQ,0.11,0.04,0.0,0.0,0.16
10305,Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16
10306,Halo Triple Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16
10307,Street Racer,PS,1996.0,Racing,Ubisoft,0.09,0.06,0.0,0.01,0.16
10308,Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16
10309,NBA 2K3,GC,2002.0,Sports,Sega,0.12,0.03,0.0,0.0,0.16
10310,Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,Natsume,0.13,0.01,0.0,0.02,0.16
10311,NHL 2005,XB,2004.0,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16
10312,Arcana Heart,PS2,2007.0,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16
10313,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
10314,Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16
10315,Time Hollow,DS,2008.0,Action-Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16
10316,Medieval Games,Wii,2009.0,Action-Adventure,Vir2L Studios,0.14,0.01,0.0,0.01,0.16
10317,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.16,0.0,0.16
10318,Tak and the Guardians of Gross,Wii,2008.0,Action-Adventure,THQ,0.14,0.0,0.0,0.01,0.16
10319,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010.0,Other,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16
10320,Jurassic Park: The Game,X360,Unknown,Action-Adventure,Unknown,0.15,0.0,0.0,0.01,0.16
10321,Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
10322,Akiba's Trip: Undead & Undressed,PSV,2013.0,Action-Adventure,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.16
10323,The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action-Adventure,Eidos Interactive,0.09,0.06,0.0,0.01,0.16
10324,The Idolm@ster 2,PS3,2011.0,Other,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
10325,Monster House,DS,2006.0,Action-Adventure,THQ,0.14,0.0,0.0,0.01,0.16
10326,Dynasty Warriors 8: Xtreme Legends,PS3,2013.0,Action-Adventure,Tecmo Koei,0.02,0.02,0.11,0.01,0.16
10327,Godzilla Unleashed,Wii,2007.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16
10328,AC/DC LIVE: Rock Band Track Pack,PS2,2008.0,Other,MTV Games,0.08,0.06,0.0,0.02,0.16
10329,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011.0,Action-Adventure,Marvelous Interactive,0.0,0.0,0.16,0.0,0.16
10330,Ener-G Horse Riders,DS,2008.0,Sports,Ubisoft,0.14,0.01,0.0,0.01,0.16
10331,He-Man: Power of Grayskull,GBA,2002.0,Action-Adventure,TDK Mediactive,0.11,0.04,0.0,0.0,0.16
10332,Sherlock Holmes vs. Jack the Ripper,X360,2009.0,Action-Adventure,Focus Home Interactive,0.11,0.03,0.0,0.01,0.16
10333,Sniper: Ghost Warrior,PC,2010.0,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16
10334,Rondo of Swords (US sales),DS,2007.0,Role-Playing,Success,0.16,0.0,0.0,0.0,0.16
10335,Polaris SnoCross,PS,2000.0,Racing,Vatical Entertainment,0.09,0.06,0.0,0.01,0.16
10336,Wing Commander III: Heart of the Tiger,PS,1996.0,Action-Adventure,Electronic Arts,0.09,0.06,0.0,0.01,0.16
10337,Imagine: Music Fest,DS,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.16
10338,Mat Hoffman's Pro BMX 2,GBA,2002.0,Sports,Activision,0.11,0.04,0.0,0.0,0.16
10339,Fist of the North Star: Ken's Rage,X360,2010.0,Action-Adventure,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16
10340,Chaotic: Shadow Warriors,X360,2009.0,Action-Adventure,Activision,0.14,0.0,0.0,0.01,0.16
10341,Muppet RaceMania,PS,1999.0,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15
10342,Namco Museum Vol.5,PS,1996.0,Other,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15
10343,Courier Crisis,PS,1997.0,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15
10344,Digimon Battle Spirit 2,GBA,2003.0,Fighting,Namco Bandai Games,0.11,0.04,0.0,0.0,0.15
10345,Winning Post 3,PS,1998.0,Racing,Tecmo Koei,0.0,0.0,0.14,0.01,0.15
10346,Just Sing!,DS,2009.0,Other,DTP Entertainment,0.14,0.0,0.0,0.01,0.15
10347,Driven,PS2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15
10348,James Noir's Hollywood Crimes,3DS,2011.0,Action-Adventure,Ubisoft,0.07,0.07,0.0,0.01,0.15
10349,"Warhammer 40,000: Fire Warrior",PS2,2003.0,Shooter,THQ,0.08,0.06,0.0,0.02,0.15
10350,All-Pro Football 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
10351,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.11,0.0,0.03,0.01,0.15
10352,MTV Music Generator 2,PS2,2001.0,Other,Codemasters,0.08,0.06,0.0,0.02,0.15
10353,Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15
10354,Ultimate Spider-Man,DS,2005.0,Action-Adventure,Activision,0.14,0.0,0.0,0.01,0.15
10355,Major League Baseball 2K13,PS3,2013.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.02,0.15
10356,Saw II: Flesh & Blood,X360,2010.0,Action-Adventure,Konami Digital Entertainment,0.1,0.04,0.0,0.01,0.15
10357,Burnout 2: Point of Impact,GC,2003.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15
10358,Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15
10359,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010.0,Action-Adventure,Activision,0.09,0.04,0.0,0.03,0.15
10360,MotionSports: Adrenaline,PS3,2011.0,Sports,Ubisoft,0.08,0.05,0.0,0.02,0.15
10361,Atelier Iris: Eternal Mana,PS2,2004.0,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15
10362,Blinx 2: Masters of Time & Space,XB,2004.0,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15
10363,F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15
10364,Chessmaster: The Art of Learning,DS,2007.0,Other,Ubisoft,0.12,0.03,0.0,0.01,0.15
10365,My Baby 3 & Friends,DS,2010.0,Simulation,Majesco Entertainment,0.12,0.02,0.0,0.01,0.15
10366,Tak: The Great Juju Challenge,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15
10367,Fantasia: Music Evolved,XOne,2014.0,Other,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15
10368,Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
10369,Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15
10370,Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15
10371,NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15
10372,XGIII: Extreme G Racing,GC,2001.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15
10373,Digimon World 4,PS2,2005.0,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15
10374,Stormrise,X360,2009.0,Other,Sega,0.11,0.03,0.0,0.01,0.15
10375,Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.14,0.0,0.0,0.01,0.15
10376,Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
10377,"Go, Diego, Go! Safari Rescue",DS,2007.0,Action-Adventure,Take-Two Interactive,0.14,0.01,0.0,0.01,0.15
10378,Disney's Story Studio: Disney's Mulan,PS,1999.0,Other,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15
10379,Pressure Cooker,2600,1982.0,Action-Adventure,Activision,0.14,0.01,0.0,0.0,0.15
10380,Home Run,2600,Unknown,Sports,Atari,0.14,0.01,0.0,0.0,0.15
10381,Klax,2600,1989.0,Puzzle,Atari,0.14,0.01,0.0,0.0,0.15
10382,Saturn Bomberman,SAT,1996.0,Puzzle,Sega,0.0,0.0,0.15,0.0,0.15
10383,The Godfather: Blackhand Edition,Wii,2007.0,Action-Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.15
10384,Wolfenstein: The Old Blood,XOne,2015.0,Action-Adventure,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15
10385,Jikkyou Powerful Pro Yakyuu Portable,PSP,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
10386,Dragon's Lair Trilogy,Wii,2010.0,Action-Adventure,Destineer,0.14,0.0,0.0,0.01,0.15
10387,Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
10388,American Chopper,XB,2004.0,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15
10389,The Adventures of Tintin: The Game,3DS,2011.0,Action-Adventure,Ubisoft,0.05,0.09,0.0,0.02,0.15
10390,Dynasty Warriors 8,X360,2013.0,Action-Adventure,Tecmo Koei,0.09,0.05,0.0,0.01,0.15
10391,Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.15
10392,Kingdom Under Fire: Heroes,XB,2005.0,Other,Deep Silver,0.11,0.03,0.0,0.01,0.15
10393,Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005.0,Other,Unknown,0.11,0.04,0.0,0.0,0.15
10394,The Terminator: Dawn of Fate,XB,2002.0,Action-Adventure,Atari,0.11,0.03,0.0,0.01,0.15
10395,Infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.15
10396,Doctor Who: Evacuation Earth,DS,2010.0,Action-Adventure,Asylum Entertainment,0.0,0.13,0.0,0.02,0.15
10397,Birds of Steel,X360,2012.0,Simulation,Konami Digital Entertainment,0.11,0.03,0.0,0.01,0.15
10398,Cars: Race-O-Rama,X360,2009.0,Racing,THQ,0.14,0.01,0.0,0.01,0.15
10399,Scooby-Doo! Unmasked,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15
10400,Theatrhythm Dragon Quest,3DS,2015.0,Other,Square Enix,0.0,0.0,0.15,0.0,0.15
10401,Streak: Hoverboard Racing,PS,1998.0,Racing,GT Interactive,0.09,0.06,0.0,0.01,0.15
10402,NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,0.12,0.01,0.0,0.02,0.15
10403,Darksiders II,PC,2012.0,Action-Adventure,Nordic Games,0.03,0.1,0.0,0.02,0.15
10404,Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15
10405,DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,0.15
10406,NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15
10407,Disgaea 4: A Promise Unforgotten,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.03,0.08,0.02,0.15
10408,Get On Da Mic,PS2,2004.0,Other,Eidos Interactive,0.07,0.06,0.0,0.02,0.15
10409,Darksiders II,WiiU,2012.0,Action-Adventure,THQ,0.07,0.07,0.0,0.01,0.15
10410,Gunslingers,Wii,2010.0,Shooter,Neko Entertainment,0.07,0.06,0.0,0.02,0.15
10411,Army Men: Sarge's War,GC,2004.0,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15
10412,Amagami,PSP,2011.0,Action-Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15
10413,Jikkyou Powerful Pro Yakyuu 2009,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
10414,Block Party,Wii,2008.0,Other,Activision,0.14,0.0,0.0,0.01,0.15
10415,Little League World Series Baseball 2009,Wii,2009.0,Sports,Activision,0.14,0.0,0.0,0.01,0.15
10416,Kidou Senkan Nadesico,SAT,1997.0,Other,Sega,0.0,0.0,0.15,0.0,0.15
10417,Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.02,0.0,0.02,0.15
10418,Arcade Zone,Wii,2009.0,Other,Activision,0.14,0.0,0.0,0.01,0.15
10419,Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15
10420,Bigfoot: Collision Course,DS,2009.0,Racing,Zoo Digital Publishing,0.14,0.0,0.0,0.01,0.15
10421,Frogger's Adventures: The Rescue,GC,2003.0,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15
10422,NHL 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15
10423,Family Party: Fitness Fun,Wii,2010.0,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15
10424,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009.0,Action-Adventure,D3Publisher,0.05,0.02,0.0,0.08,0.15
10425,Michael Jackson: The Experience,PSP,2010.0,Other,Ubisoft,0.11,0.03,0.0,0.02,0.15
10426,MLB Power Pros 2008,PS2,2008.0,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15
10427,Sonny with a Chance,DS,2010.0,Action-Adventure,Disney Interactive Studios,0.12,0.02,0.0,0.01,0.15
10428,The Fairly Odd Parents: Clash with the Anti-World,GBA,2005.0,Action-Adventure,THQ,0.11,0.04,0.0,0.0,0.15
10429,WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.15
10430,Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15
10431,Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.14,0.0,0.0,0.01,0.15
10432,The Amazing Spider-Man (Console Version),Wii,2012.0,Action-Adventure,Activision,0.1,0.04,0.0,0.01,0.15
10433,de Blob 2,X360,2011.0,Platform,THQ,0.1,0.04,0.0,0.01,0.15
10434,Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action-Adventure,Activision,0.08,0.06,0.0,0.01,0.15
10435,Gundam Breaker 2,PSV,2014.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
10436,Major League Baseball 2K10,DS,2010.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
10437,Samurai Warriors: Katana,Wii,2007.0,Action-Adventure,Tecmo Koei,0.11,0.0,0.04,0.01,0.15
10438,NBA 09: The Inside,PS3,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15
10439,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012.0,Action-Adventure,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
10440,Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15
10441,All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,Sega,0.0,0.0,0.15,0.0,0.15
10442,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15
10443,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action-Adventure,THQ,0.12,0.02,0.0,0.01,0.15
10444,Rudra no Hihou,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.15,0.0,0.15
10445,Bleach: Dark Souls,DS,2007.0,Fighting,Sega,0.12,0.02,0.0,0.01,0.15
10446,Hot Wheels: Battle Force 5,DS,2009.0,Racing,Activision,0.12,0.02,0.0,0.01,0.15
10447,Prince of Persia: The Sands of Time,GBA,2003.0,Action-Adventure,Ubisoft,0.11,0.04,0.0,0.0,0.15
10448,Zoids: Battle Legends,GC,2003.0,Action-Adventure,Tomy Corporation,0.12,0.03,0.0,0.0,0.15
10449,Ice Age 2: The Meltdown,DS,2006.0,Platform,Vivendi Games,0.13,0.01,0.0,0.01,0.15
10450,Prince of Persia: The Forgotten Sands,DS,2010.0,Action-Adventure,Ubisoft,0.14,0.01,0.0,0.01,0.15
10451,World Series Baseball 2K3,XB,2003.0,Sports,Sega,0.11,0.03,0.0,0.01,0.15
10452,Tokyo Xanadu,PSV,2015.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15
10453,Serious Sam,XB,2002.0,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15
10454,Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15
10455,Kowloon's Gate,PS,1997.0,Action-Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15
10456,Killer7,GC,2005.0,Action-Adventure,Capcom,0.12,0.03,0.0,0.0,0.15
10457,Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15
10458,FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15
10459,Street Fighter Anniversary Collection,XB,2004.0,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15
10460,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
10461,Suzumiya Haruhi no Yakusoku,PSP,2007.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
10462,Shadow Ops: Red Mercury,XB,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15
10463,Indigo Prophecy,PS2,2005.0,Action-Adventure,Atari,0.07,0.06,0.0,0.02,0.15
10464,FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15
10465,World League Soccer,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15
10466,NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15
10467,Final Fantasy XI: Vana'diel Collection 2008,X360,2007.0,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15
10468,Farm Frenzy: Animal Country,DS,2009.0,Simulation,City Interactive,0.13,0.01,0.0,0.01,0.15
10469,We Sing UK Hits,Wii,2011.0,Other,Nordic Games,0.0,0.13,0.0,0.02,0.15
10470,Samurai Shodown Anthology,PS2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15
10471,Musashi: Samurai Legend,PS2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15
10472,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Other,Game Factory,0.14,0.0,0.0,0.01,0.15
10473,LEGO The Hobbit,PSV,2014.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.03,0.15
10474,The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,0.14,0.0,0.0,0.01,0.15
10475,Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15
10476,Pok̩mon: Johto Photo Finish: Game Boy Advance Video,GBA,2004.0,Other,Unknown,0.11,0.04,0.0,0.0,0.15
10477,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013.0,Action-Adventure,D3Publisher,0.1,0.03,0.0,0.01,0.15
10478,F1 2001,PS2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15
10479,Darksiders,PC,2010.0,Action-Adventure,THQ,0.07,0.06,0.0,0.02,0.15
10480,J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15
10481,Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15
10482,Countdown: The Game,DS,2009.0,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15
10483,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005.0,Action-Adventure,THQ,0.11,0.04,0.0,0.0,0.15
10484,Pro Baseball Spirits 2015,PS3,2015.0,Action-Adventure,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
10485,NHL 09,PS2,2008.0,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15
10486,History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15
10487,Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action-Adventure,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15
10488,Dark Rift,N64,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15
10489,Derby Stallion 64,N64,2001.0,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15
10490,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15
10491,Space Station Silicon Valley,N64,1997.0,Action-Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15
10492,All-Star Baseball 2003,GC,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15
10493,Burger Island,Wii,2009.0,Action-Adventure,Destineer,0.14,0.0,0.0,0.01,0.15
10494,Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15
10495,T'ai Fu: Wrath of the Tiger,PS,1998.0,Action-Adventure,Activision,0.08,0.06,0.0,0.01,0.15
10496,Rocky,XB,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15
10497,Ford Racing 2,XB,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15
10498,Kids Learn Math: A+ Edition,DS,2011.0,Other,Unknown,0.14,0.0,0.0,0.01,0.15
10499,Rock Band: Metal Track Pack,X360,2009.0,Other,MTV Games,0.14,0.0,0.0,0.01,0.15
10500,Megamind: Ultimate Showdown,PS3,2010.0,Action-Adventure,THQ,0.07,0.05,0.0,0.02,0.15
10501,Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15
10502,Tetris Attack,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15
10503,Thor: God of Thunder,Wii,2011.0,Action-Adventure,Sega,0.1,0.04,0.0,0.01,0.15
10504,Petz: Dogz Talent Show,DS,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15
10505,BloodRayne 2,XB,2004.0,Shooter,THQ,0.11,0.03,0.0,0.01,0.15
10506,Jaws Unleashed,XB,2006.0,Action-Adventure,THQ,0.11,0.03,0.0,0.01,0.15
10507,Pro Yaky? Spirits 6,PS3,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
10508,Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15
10509,X-Men: The Official Game,GC,2006.0,Action-Adventure,Activision,0.12,0.03,0.0,0.0,0.15
10510,The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15
10511,Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
10512,Chessmaster II,PS,1998.0,Other,Mindscape,0.08,0.06,0.0,0.01,0.15
10513,All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15
10514,Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
10515,Scooby-Doo! Mystery Mayhem,XB,2004.0,Action-Adventure,THQ,0.11,0.03,0.0,0.01,0.15
10516,Winning Post 4,PS,1999.0,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15
10517,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action-Adventure,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
10518,187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15
10519,Dishonored,XOne,2015.0,Action-Adventure,Bethesda Softworks,0.09,0.05,0.0,0.01,0.15
10520,Curious George,GC,2006.0,Action-Adventure,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15
10521,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004.0,Other,Unknown,0.11,0.04,0.0,0.0,0.15
10522,Battleborn,XOne,2016.0,Shooter,Take-Two Interactive,0.1,0.04,0.0,0.01,0.15
10523,eJay Clubworld,PS2,Unknown,Other,Empire Interactive,0.07,0.06,0.0,0.02,0.15
10524,Geist,GC,2005.0,Action-Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15
10525,The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15
10526,Cardinal Syn,PS,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15
10527,Sword Art Online: Hollow Realization,PSV,2016.0,Role-Playing,Namco Bandai Games,0.0,0.04,0.1,0.01,0.15
10528,The Incredibles: Rise of the Underminer,DS,2005.0,Action-Adventure,THQ,0.13,0.01,0.0,0.01,0.15
10529,Deadly Premonition,PS3,2010.0,Action-Adventure,Rising Star Games,0.08,0.04,0.0,0.02,0.15
10530,Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15
10531,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
10532,Super Street Fighter II,GEN,1993.0,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15
10533,Deponia,PC,2012.0,Action-Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15
10534,Metal Gear Solid: Peace Walker HD Edition,PS3,2011.0,Action-Adventure,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
10535,Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
10536,Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15
10537,High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15
10538,LEGO Harry Potter Collection,PS4,2016.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15
10539,The Quest Trio,DS,2008.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.15
10540,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15
